loan_id,customer_id,loan_amount,term_days,disbursement_date,interest_rate,repayment_schedule,customer_age,customer_gender,customer_region,employment_type,monthly_income,num_dependents,credit_score,previous_loans,previous_defaults,avg_days_late_prev,device_type,channel,debt_to_income,is_default_90d
LN105556,CUST205556,10280.08,30,12-10-2023 12:13,22.92,monthly,35,male,east,salaried,22722.79,2,656.6017537,1,0,0.4,web,branch,0.452,0
LN109830,CUST203830,4059.63,60,27-03-2025 03:17,13.01,monthly,32,female,central,informal,37329.66,1,651.4796306,4,0,42.9,android,app,0.109,1
LN103439,CUST203439,1194.14,30,07-03-2025 15:31,20.43,monthly,32,female,north,salaried,16370.4,2,450.0292738,2,0,24.8,android,app,0.073,0
LN101892,CUST201892,8221.53,120,05-12-2024 19:22,18.34,monthly,35,female,north,unemployed,10162.18,4,749.8879671,3,1,7.5,android,app,0.809,0
LN109323,CUST203323,4302.51,120,19-03-2025 06:03,16.48,monthly,18,female,south,unemployed,5271.56,1,,1,0,0.9,android,app,0.816,0
LN105255,CUST205255,5682.99,30,03-05-2024 02:00,16.34,monthly,39,male,central,self_employed,,1,,2,0,10.4,android,agent,0.356,0
LN101955,CUST201955,5391.04,90,09-06-2025 07:26,18.41,biweekly,37,male,west,salaried,77590.1,1,,2,0,2.7,web,agent,0.069,0
LN105167,CUST205167,2623.53,30,16-08-2024 07:57,19.47,weekly,22,female,central,unemployed,,1,663.0344724,0,0,,ios,branch,0.133,0
LN104814,CUST204814,4222.83,30,31-03-2024 02:01,26.27,monthly,36,female,north,self_employed,72336.5,0,558.5061539,1,0,2,android,agent,0.058,0
LN106264,CUST200264,6063.27,60,18-11-2024 10:46,16.72,weekly,20,female,west,salaried,9369.96,3,609.3522686,0,0,,android,agent,0.647,1
LN101505,CUST201505,3813.7,30,31-07-2024 07:35,19.51,weekly,46,male,central,self_employed,4373.26,4,,2,0,17.7,android,app,0.872,0
LN100670,CUST200670,6779.27,30,19-08-2024 00:16,22.52,monthly,40,male,east,salaried,17236,5,676.9903065,3,1,16.8,web,app,0.393,0
LN108907,CUST202907,2336.66,90,11-03-2025 10:04,16.23,monthly,38,female,north,informal,11721.92,1,734.6895999,2,1,10.4,android,agent,0.199,0
LN107055,CUST201055,5744.59,90,01-07-2025 11:01,19.35,biweekly,18,male,central,self_employed,8007.75,1,609.8414458,1,1,9,web,app,0.717,1
LN100897,CUST200897,5708.93,30,23-02-2025 15:37,23.8,monthly,43,female,east,self_employed,11949.24,0,488.6718284,1,0,3.6,android,branch,0.478,1
LN106178,CUST200178,2417.08,90,15-05-2024 16:01,18.68,monthly,60,female,north,salaried,221066.48,0,,1,0,2.4,web,app,0.011,0
LN102666,CUST202666,6732.83,60,02-06-2024 22:32,13.14,monthly,55,male,south,salaried,,2,623.7984549,3,1,4.2,ios,app,0.084,0
LN103193,CUST203193,11682.94,120,01-03-2024 14:32,19.88,biweekly,22,female,central,salaried,12533.21,0,708.1102814,0,0,,android,app,0.932,0
LN102890,CUST202890,3089,90,25-11-2023 12:01,22.76,monthly,32,male,central,informal,14461.96,1,,0,0,,ios,agent,0.214,0
LN107773,CUST201773,1855.69,30,02-01-2025 12:51,19.27,biweekly,48,female,west,unemployed,13240.03,0,,2,1,5.1,web,branch,0.14,0
LN102621,CUST202621,2660.18,60,28-02-2025 16:24,25.18,monthly,29,female,south,salaried,33822.09,0,764.6538668,2,0,0.8,android,app,0.079,1
LN106008,CUST200008,6148.59,90,03-04-2024 06:35,18.96,biweekly,55,other,central,unemployed,45042.23,0,,1,0,3,android,branch,0.137,0
LN105956,CUST205956,13907.48,30,23-09-2025 03:14,15.02,monthly,29,female,south,salaried,39417.07,0,737.5639632,0,0,,android,app,0.353,0
LN100002,CUST200002,3012.73,30,25-07-2025 15:25,19.62,monthly,28,male,west,salaried,42397.34,0,,0,0,,android,agent,0.071,0
LN102370,CUST202370,7793.2,90,06-12-2023 12:25,13.04,monthly,27,female,west,informal,18659.27,1,710.6706151,3,0,7.4,android,agent,0.418,0
LN107914,CUST201914,4262.65,90,01-05-2024 18:17,16.41,weekly,49,male,south,informal,6799.29,2,615.131829,3,0,12.2,web,app,0.627,0
LN101769,CUST201769,1764.14,30,20-02-2024 18:21,16.62,monthly,31,female,north,salaried,16186.07,1,663.3942941,0,0,,ios,agent,0.109,0
LN108506,CUST202506,12360.8,30,12-01-2024 03:13,14.49,monthly,27,male,south,salaried,33214.58,1,642.3347767,1,0,0.6,android,app,0.372,0
LN106025,CUST200025,4799.71,60,26-11-2023 13:19,29.33,monthly,39,female,east,informal,6545.02,0,604.7009862,1,0,5.8,ios,app,0.733,0
LN100531,CUST200531,1317.96,30,12-11-2023 01:31,23.41,monthly,46,male,north,informal,32997.76,1,765.8204597,1,0,2.9,android,app,0.04,0
LN108724,CUST202724,5838.26,30,11-01-2024 23:39,22.32,monthly,39,male,south,self_employed,88612.78,2,583.9072627,2,0,7.7,ios,app,0.066,0
LN108649,CUST202649,2776.62,90,30-03-2024 02:04,11.63,biweekly,34,male,north,informal,56728.35,2,656.9487217,2,0,,web,branch,0.049,0
LN107873,CUST201873,4946.91,180,26-03-2024 21:10,7.94,monthly,30,female,west,self_employed,4588.89,5,705.8097432,2,0,1.4,ios,app,1.078,0
LN108890,CUST202890,4356.41,30,03-05-2025 03:53,22.53,monthly,33,female,south,self_employed,2227.56,1,,2,1,0.7,android,app,1.955,0
LN103120,CUST203120,2920.51,90,09-08-2025 19:58,18.44,weekly,44,other,central,informal,99320.34,3,622.2565903,1,0,2.2,ios,app,0.029,0
LN109022,CUST203022,4316.64,30,08-11-2024 17:40,20.03,monthly,21,female,central,informal,6329.29,2,633.9739692,2,0,1.1,android,app,0.682,0
LN100731,CUST200731,3287.91,30,29-11-2023 19:25,17.88,monthly,36,female,east,salaried,9177.12,1,860.3989791,2,0,12.6,web,app,0.358,0
LN103406,CUST203406,2131.4,90,20-01-2025 14:24,16.6,weekly,40,female,north,salaried,20703.72,1,,2,0,3.4,android,app,0.103,0
LN102339,CUST202339,3902.34,60,07-04-2025 04:12,15.87,weekly,31,female,east,salaried,35787.31,0,624.0415069,0,0,,android,agent,0.109,0
LN105967,CUST205967,3078.01,30,15-11-2023 00:30,18.94,weekly,27,female,south,salaried,27431.91,1,543.845444,0,0,,android,app,0.112,0
LN106580,CUST200580,3753.74,90,06-07-2025 16:49,13.07,monthly,36,female,west,self_employed,101176.71,0,,1,0,13.5,web,app,0.037,1
LN102565,CUST202565,3921.96,60,24-08-2024 18:43,17.68,monthly,41,female,south,self_employed,19819.35,1,547.0134908,2,0,2.5,android,app,0.198,0
LN107726,CUST201726,6489.31,90,26-09-2024 07:23,17.94,biweekly,43,female,north,informal,10499.13,1,655.4209627,4,0,5.6,android,app,0.618,0
LN107820,CUST201820,11412.77,90,28-12-2024 19:04,17.88,weekly,18,female,north,informal,64188.53,0,577.2937448,2,0,4.2,android,app,0.178,0
LN106713,CUST200713,5819.16,60,12-12-2023 17:07,17.36,weekly,43,female,east,salaried,35095.83,0,,2,0,3.7,ios,app,0.166,0
LN106995,CUST200995,6196.85,90,19-12-2023 16:05,22.28,monthly,30,male,west,salaried,80003.72,2,626.3594994,4,0,2.7,android,app,0.077,0
LN106942,CUST200942,8902.81,120,26-04-2024 03:05,15.68,monthly,34,male,south,salaried,,1,,2,0,7.2,ios,app,2.639,0
LN107794,CUST201794,9244.31,30,10-09-2025 23:08,13.55,weekly,40,female,north,salaried,16126.06,2,627.5933104,5,3,14.5,android,agent,0.573,0
LN108975,CUST202975,4754.59,60,05-11-2023 00:09,10.13,monthly,42,female,south,self_employed,54180.13,0,757.3839138,3,0,3.4,ios,branch,0.088,0
LN101255,CUST201255,6478.53,120,15-05-2025 16:48,20.06,monthly,42,male,west,self_employed,79004.06,6,,0,0,,android,app,0.082,0
LN102104,CUST202104,11724.85,120,14-06-2024 04:41,18.98,weekly,30,female,west,self_employed,21028.25,0,820.3337662,1,0,,android,app,0.558,0
LN106734,CUST200734,6913.49,180,24-02-2024 14:31,21.02,monthly,45,female,north,unemployed,25253.48,2,521.1832372,0,0,,ios,agent,0.274,0
LN109778,CUST203778,4482.01,30,21-01-2024 06:43,14.71,weekly,57,male,west,informal,12377.16,1,,2,1,2.1,android,app,0.362,0
LN106224,CUST200224,2756.07,120,28-09-2025 04:32,19.2,monthly,34,female,north,salaried,9714.98,1,755.338192,1,0,2.4,android,app,0.284,0
LN109150,CUST203150,3114.52,180,07-01-2024 22:23,17.23,biweekly,28,female,east,salaried,17296.68,2,675.669616,2,0,5,android,app,0.18,0
LN104994,CUST204994,7994.32,90,04-07-2024 16:42,18.44,monthly,42,male,west,salaried,6702.45,0,726.9255434,2,0,3.1,ios,agent,1.193,0
LN108969,CUST202969,3600,90,18-06-2025 21:14,13.97,biweekly,45,female,west,self_employed,14126.11,1,,2,0,1.1,android,app,0.255,0
LN106839,CUST200839,2906.09,90,14-02-2024 21:20,19,weekly,22,male,north,salaried,11006.79,0,561.7811671,0,0,,web,branch,0.264,0
LN105057,CUST205057,6599.44,30,14-10-2023 19:46,15.48,monthly,53,male,east,informal,23504.93,3,522.617633,3,0,17.1,android,app,0.281,0
LN105846,CUST205846,5284.33,30,01-04-2025 12:04,16.54,monthly,46,male,west,informal,12047.53,1,,1,0,0.4,android,app,0.439,0
LN104434,CUST204434,8268.21,90,17-09-2025 07:30,19.8,biweekly,23,female,central,salaried,77268.87,1,699.7429673,3,0,0.6,android,agent,0.107,0
LN103484,CUST203484,7491.93,120,09-07-2024 11:01,20.46,weekly,34,female,west,self_employed,16448.4,0,564.1200259,0,0,,web,app,0.455,0
LN109493,CUST203493,13896.93,90,21-11-2024 20:21,19.34,biweekly,56,male,east,salaried,30880.64,1,,1,0,4.1,android,app,0.45,1
LN105318,CUST205318,4375.64,90,09-08-2025 14:19,8.65,biweekly,29,female,east,informal,55480.63,0,734.2963625,3,0,1.8,android,agent,0.079,0
LN103816,CUST203816,5369.06,90,02-03-2024 19:51,21.15,biweekly,36,female,central,informal,157751.62,0,,1,0,5.6,android,app,0.034,0
LN105729,CUST205729,5902.8,30,03-12-2023 04:36,12.56,monthly,18,female,south,self_employed,21351.55,3,682.8857124,1,0,3.5,android,agent,0.276,0
LN108903,CUST202903,833.62,90,27-03-2025 12:52,19.4,weekly,45,male,central,salaried,16708.04,1,708.075927,3,1,5.9,web,app,0.05,0
LN107840,CUST201840,5144.88,180,06-11-2023 04:35,25.62,monthly,21,female,south,self_employed,12177.76,1,718.5115033,0,0,,android,app,0.422,0
LN109889,CUST203889,6595.08,60,18-11-2023 12:16,16.12,monthly,34,male,west,self_employed,19545.11,1,515.6744218,3,1,1.4,android,app,0.337,0
LN101621,CUST201621,7266.65,30,28-11-2024 19:52,18.95,monthly,33,male,north,self_employed,34629.68,0,,1,0,13.9,android,app,0.21,0
LN109423,CUST203423,4841.04,90,26-12-2024 00:39,15.32,biweekly,24,female,central,salaried,44601.1,1,,0,0,,android,app,0.109,0
LN106307,CUST200307,2150.46,120,27-07-2025 06:00,16.66,monthly,18,male,south,salaried,21108.28,1,678.6307537,1,1,5.9,android,app,0.102,1
LN109304,CUST203304,9208.57,60,17-04-2025 14:04,18.8,weekly,25,male,north,salaried,7337.72,3,,1,0,4.4,android,agent,1.255,0
LN108902,CUST202902,9273.65,90,02-02-2025 17:41,17.8,biweekly,30,female,west,self_employed,28037.22,3,,3,0,13.9,android,agent,0.331,0
LN101096,CUST201096,6293.5,60,25-10-2024 02:30,19.47,monthly,65,male,south,self_employed,8970.61,1,,1,0,13.4,android,app,0.701,0
LN108057,CUST202057,5778.84,30,03-06-2024 02:11,14.32,monthly,40,male,east,self_employed,3861.37,0,,3,1,20.6,android,agent,1.496,0
LN109481,CUST203481,3312.57,30,12-12-2024 17:10,15.23,monthly,26,female,north,salaried,19553.4,0,693.4948738,1,0,2,android,agent,0.169,0
LN102463,CUST202463,6514.3,120,26-11-2023 07:36,15.13,monthly,51,male,west,salaried,67322.5,2,,1,0,22,android,agent,0.097,0
LN108289,CUST202289,6502.39,30,24-05-2024 11:05,20.08,monthly,46,female,central,self_employed,17596.54,0,,3,0,5.6,android,agent,0.37,0
LN101788,CUST201788,2612.35,90,19-05-2025 02:54,19.82,monthly,30,female,central,salaried,14425.61,1,618.8987157,2,0,23.8,ios,app,0.181,0
LN100250,CUST200250,4901.69,90,01-02-2025 23:36,9.9,biweekly,31,male,east,salaried,8962.33,2,,3,0,2.4,android,app,0.547,0
LN109926,CUST203926,15101.15,90,25-09-2024 07:37,11.23,weekly,33,female,south,informal,4246.29,0,,2,0,4.1,android,app,3.555,0
LN106191,CUST200191,3493.92,60,05-05-2025 04:35,17.51,weekly,35,male,south,informal,6703.45,2,761.0837952,1,0,7.8,android,app,0.521,1
LN109650,CUST203650,6478.69,90,09-10-2024 01:15,25.76,weekly,44,male,west,salaried,,1,607.0824836,2,0,2.7,web,app,0.927,0
LN100192,CUST200192,6029.63,90,06-01-2024 13:03,18.07,monthly,32,male,west,self_employed,7017.44,0,658.7912155,1,1,14.2,ios,branch,0.859,0
LN100820,CUST200820,7740.08,30,12-10-2024 19:07,23.32,monthly,28,female,south,salaried,21259.94,0,,3,0,24.1,ios,app,0.364,0
LN109627,CUST203627,2257.02,120,13-01-2025 00:56,12.08,monthly,48,female,south,salaried,11161.75,0,,1,0,10.9,web,app,0.202,0
LN105714,CUST205714,4466.45,90,12-07-2025 07:45,14.86,monthly,47,other,central,informal,335004.56,1,,1,0,15.6,android,app,0.013,1
LN107195,CUST201195,6824.15,60,30-08-2025 20:33,23.3,monthly,34,male,south,self_employed,15736.58,1,,4,1,3.4,android,app,0.434,0
LN105715,CUST205715,4593.68,30,07-12-2024 19:21,21.86,monthly,25,female,west,informal,6979.1,2,606.9490728,2,0,0,android,app,0.658,0
LN104400,CUST204400,8546.53,90,18-12-2024 15:59,18.67,monthly,45,female,east,self_employed,44125.58,0,618.4256928,0,0,,android,app,0.194,0
LN109290,CUST203290,2392.9,90,27-03-2024 21:17,16.8,weekly,36,female,north,self_employed,3864.48,0,,0,0,,android,branch,0.619,0
LN105388,CUST205388,7538.33,120,11-01-2024 21:44,15.3,monthly,46,male,south,informal,9364.22,1,,3,0,5.4,web,app,0.805,1
LN104166,CUST204166,5240.48,60,09-08-2025 07:30,21.77,biweekly,31,male,north,salaried,9195.6,0,653.4954434,2,0,12.2,android,app,0.57,0
LN104951,CUST204951,3549.99,30,31-10-2023 01:45,13.91,monthly,43,female,west,salaried,12525.64,1,607.3901775,2,0,0.3,android,branch,0.283,0
LN102687,CUST202687,11197.49,60,29-09-2024 22:15,19.64,monthly,26,male,west,salaried,38941.23,1,,3,0,8.2,android,app,0.288,0
LN104390,CUST204390,21777.29,90,23-09-2025 10:53,18.32,monthly,22,female,west,salaried,33439.92,2,,2,0,11.1,android,app,0.651,0
LN105860,CUST205860,1752.19,30,19-04-2025 02:07,15.24,biweekly,48,male,south,salaried,60809.67,1,,1,0,6.8,android,app,0.029,0
LN105981,CUST205981,2418.07,60,25-12-2024 03:51,20.24,weekly,27,male,central,informal,22444.95,0,,3,0,19.2,web,app,0.108,1
LN104927,CUST204927,11451.71,30,30-09-2025 09:38,18.14,monthly,21,male,east,salaried,4731.77,1,687.2532636,0,0,,android,agent,2.42,0
LN106735,CUST200735,7049.2,120,02-11-2023 20:41,16.18,weekly,45,female,south,self_employed,7367.43,0,,2,0,10.7,android,app,0.957,0
LN102607,CUST202607,4317.51,90,28-10-2024 06:49,25.54,weekly,47,female,west,unemployed,57562.34,0,,3,0,,android,app,0.075,1
LN107466,CUST201466,3125.8,30,13-08-2025 06:02,15.11,monthly,35,female,south,informal,18542.82,1,606.3457832,2,1,6.9,android,agent,0.169,1
LN100238,CUST200238,8578.74,180,02-11-2024 07:19,24.77,monthly,33,male,north,salaried,50459,2,537.5715803,0,0,,android,branch,0.17,0
LN104015,CUST204015,2055.5,90,30-01-2025 17:10,18.18,monthly,32,male,south,salaried,26397.64,1,694.6924431,1,0,,android,branch,0.078,0
LN109262,CUST203262,3996.14,120,11-07-2025 10:19,19.37,weekly,26,female,central,self_employed,104372.04,3,,2,0,9.2,ios,app,0.038,0
LN102977,CUST202977,4695.24,60,11-01-2024 22:35,13.29,monthly,36,male,central,unemployed,22065.56,1,662.2827951,2,0,4.9,web,branch,0.213,1
LN105712,CUST205712,13014.09,180,18-04-2024 13:40,16.46,monthly,31,male,south,informal,8226.52,0,604.674723,1,0,6.6,android,app,1.582,0
LN109856,CUST203856,9072.77,60,06-04-2024 05:23,22.74,biweekly,31,female,north,informal,78424.22,2,,0,0,,android,app,0.116,0
LN105473,CUST205473,7494.77,120,21-09-2024 14:39,25.92,monthly,36,male,north,salaried,109674.98,1,691.4342906,0,0,,web,branch,0.068,0
LN100945,CUST200945,1074.78,90,12-07-2024 21:18,12.99,biweekly,35,male,south,informal,19324.47,2,569.2381137,3,0,0.5,android,agent,0.056,0
LN108251,CUST202251,6179.4,30,04-05-2024 22:24,24.21,monthly,31,male,south,informal,22036.84,1,675.2234675,2,0,6.7,android,app,0.28,0
LN107681,CUST201681,12494.31,120,20-06-2025 08:41,19.52,biweekly,28,female,central,salaried,3914.35,1,755.1156996,5,1,36.4,android,branch,3.191,0
LN105097,CUST205097,2359.42,30,16-08-2025 06:07,24.1,biweekly,43,male,west,self_employed,18986.67,1,720.8865599,3,0,3,android,app,0.124,0
LN106805,CUST200805,4832.82,90,26-01-2025 02:46,23.21,weekly,18,female,west,self_employed,4951.99,1,,1,0,11.1,android,app,0.976,0
LN105803,CUST205803,6170.94,90,01-07-2025 07:11,16.2,monthly,42,male,west,informal,34469.74,1,,0,0,,web,branch,0.179,0
LN103552,CUST203552,4169.33,60,02-04-2025 07:55,16.88,biweekly,29,female,north,salaried,8228.1,0,,1,0,1.6,android,agent,0.507,0
LN109969,CUST203969,1483,30,12-10-2023 18:56,15.5,monthly,40,female,south,salaried,31342.99,0,,0,0,,android,app,0.047,0
LN103360,CUST203360,7320.88,60,19-08-2025 10:28,18.51,weekly,38,male,west,self_employed,5944.46,2,574.6589279,3,0,6.8,web,app,1.231,0
LN108249,CUST202249,8157.74,90,04-01-2024 17:57,18.19,weekly,50,male,south,salaried,7274.88,3,764.6441959,1,0,10.2,android,agent,1.121,1
LN102410,CUST202410,12782.09,90,23-12-2023 06:16,18.8,weekly,33,male,south,salaried,72425.74,1,,1,0,3.8,android,branch,0.176,0
LN104507,CUST204507,4791.28,30,09-12-2024 11:48,20.96,monthly,27,female,south,salaried,,1,671.8124486,0,0,,android,app,0.199,1
LN108462,CUST202462,10440.41,60,17-08-2025 16:53,15.72,weekly,26,female,north,unemployed,80037.89,2,,2,0,1,web,app,0.13,0
LN103982,CUST203982,1721.88,90,10-10-2023 14:00,16.05,monthly,35,female,west,informal,18470.35,0,,2,0,9.5,web,app,0.093,0
LN100146,CUST200146,2985.96,180,24-08-2024 02:29,21.54,weekly,31,female,east,self_employed,53529.64,0,674.9042958,0,0,,android,app,0.056,0
LN106648,CUST200648,7306.3,90,03-05-2025 10:02,21.52,monthly,31,male,east,salaried,22051.62,4,770.9306518,1,0,6,web,app,0.331,0
LN102294,CUST202294,1776.69,60,07-05-2024 08:24,14.15,monthly,59,male,south,informal,10877.98,1,621.9803962,2,0,37.4,android,app,0.163,0
LN102253,CUST202253,8648.38,30,20-02-2025 17:28,20.72,monthly,38,female,west,salaried,20202.13,1,,1,0,14.6,ios,app,0.428,0
LN103611,CUST203611,8843.67,90,23-12-2023 06:44,15.83,monthly,21,female,east,self_employed,20290.48,1,692.2343317,1,1,1.4,android,agent,0.436,0
LN105353,CUST205353,3553.84,90,10-11-2024 07:26,15.9,monthly,32,female,east,unemployed,26596.48,0,570.0827188,1,0,4.3,android,app,0.134,0
LN101736,CUST201736,2017.51,120,20-07-2024 11:11,16.4,weekly,23,male,north,salaried,76979.22,0,515.6758321,2,0,7.2,android,agent,0.026,0
LN107915,CUST201915,2511.69,90,05-12-2023 19:05,15.6,biweekly,27,male,north,salaried,14798.32,0,681.5973718,1,1,2.2,android,app,0.17,0
LN107659,CUST201659,4549.52,60,20-02-2024 12:58,18.77,monthly,45,female,west,salaried,36578.13,0,639.5262126,0,0,,ios,app,0.124,0
LN100114,CUST200114,16618.51,120,28-11-2024 22:38,18.69,weekly,42,male,north,salaried,11484.49,0,538.6897353,3,0,1.1,web,app,1.447,0
LN108860,CUST202860,6970.35,30,24-12-2024 03:26,17.21,monthly,30,male,west,salaried,2706.76,1,602.2846674,3,0,4.3,android,app,2.574,0
LN105649,CUST205649,11555.86,90,27-08-2024 15:12,16.1,monthly,35,male,south,informal,7288.5,2,638.8336925,2,1,2.9,android,branch,1.585,1
LN109844,CUST203844,8915.06,90,15-06-2024 10:35,11.56,monthly,35,male,south,informal,118899.4,0,791.496368,0,0,,web,agent,0.075,0
LN100498,CUST200498,6813.36,90,16-02-2025 21:49,17.98,weekly,25,male,south,salaried,10505.17,1,688.3971273,2,0,6.3,android,app,0.649,0
LN107822,CUST201822,5292.44,90,15-02-2025 06:33,18.1,monthly,44,female,south,informal,98973.05,0,572.4006849,1,0,9.5,web,app,0.053,0
LN100720,CUST200720,4084.57,30,30-06-2024 05:44,22.48,weekly,18,female,east,unemployed,311421.33,1,,1,0,0.9,android,app,0.013,0
LN107258,CUST201258,5771.02,90,07-10-2023 16:41,21.15,monthly,27,other,north,informal,18413,1,773.228981,0,0,,android,agent,0.313,0
LN108843,CUST202843,7929.42,120,21-12-2024 11:43,16.59,biweekly,56,female,central,salaried,12377.76,0,,0,0,,android,app,0.641,0
LN105730,CUST205730,8714.05,90,15-09-2025 15:03,18.86,biweekly,25,female,central,salaried,57051.16,1,,1,0,10.3,android,app,0.153,0
LN103089,CUST203089,6532.72,180,08-03-2025 22:54,20.33,monthly,43,female,central,informal,28444.9,1,687.8666567,0,0,,android,app,0.23,0
LN107226,CUST201226,15036.08,90,28-07-2024 01:57,24.64,weekly,45,female,west,salaried,93683.9,2,805.3612758,0,0,,android,app,0.16,1
LN107306,CUST201306,1495.15,90,29-01-2024 21:36,19.96,biweekly,29,female,north,salaried,31531.23,0,672.6889113,4,0,0.8,android,agent,0.047,0
LN106508,CUST200508,11792.48,120,16-10-2024 23:03,15.62,biweekly,34,female,central,self_employed,,0,645.1987285,3,0,6.1,android,app,2.626,0
LN100596,CUST200596,11169.21,30,17-02-2024 15:31,13.75,monthly,18,female,west,self_employed,8378.5,1,748.4902485,1,0,17,android,agent,1.333,0
LN109092,CUST203092,9255.8,60,04-12-2024 20:58,12.8,monthly,43,female,north,self_employed,4725.26,3,675.1789988,4,0,6.6,web,app,1.958,0
LN106095,CUST200095,2711.68,90,03-10-2025 08:15,22.36,weekly,25,male,south,salaried,2691.97,3,662.6832688,2,1,11.3,android,app,1.007,0
LN106053,CUST200053,7472.19,30,02-07-2024 04:14,12.52,monthly,41,male,west,salaried,8048.03,1,644.2761237,1,0,1.7,android,agent,0.928,0
LN105164,CUST205164,3279,90,14-02-2024 20:49,9.68,monthly,49,male,west,salaried,44470.16,0,787.5429271,4,0,10.2,android,app,0.074,0
LN101647,CUST201647,4023.93,90,16-06-2024 18:47,14.25,monthly,18,male,east,salaried,20053.94,2,711.5215234,1,0,5.9,android,agent,0.201,1
LN108167,CUST202167,2149.14,30,08-02-2025 04:40,23.41,weekly,21,male,west,informal,67270.69,1,686.5148712,3,0,2.2,ios,app,0.032,0
LN106920,CUST200920,2689.35,90,06-07-2024 14:10,16.09,monthly,18,male,south,self_employed,16793.33,0,700.0274804,4,1,2.2,web,app,0.16,0
LN102700,CUST202700,4414.3,30,17-03-2025 17:39,18.39,weekly,49,male,west,self_employed,9108.87,0,579.7251681,2,0,2.1,web,app,0.485,0
LN108203,CUST202203,5747.77,60,19-01-2024 08:58,19.65,monthly,43,male,north,salaried,34109.44,1,676.6340894,1,0,6.7,web,agent,0.169,0
LN101700,CUST201700,10910.34,120,13-07-2025 14:41,24.35,monthly,46,male,north,self_employed,146438.99,2,,3,0,10.7,web,app,0.075,0
LN108943,CUST202943,8704.53,90,21-08-2024 19:13,15.91,monthly,25,male,south,informal,7314.28,1,575.30513,2,0,2.2,android,agent,1.19,0
LN105404,CUST205404,2841.69,60,23-07-2025 08:36,21.97,biweekly,28,male,west,informal,6203.54,1,,3,0,2.7,android,agent,0.458,0
LN107219,CUST201219,1159.92,60,14-10-2023 05:12,16.21,biweekly,32,female,north,self_employed,33254.84,1,,1,0,1.3,android,agent,0.035,0
LN107502,CUST201502,2095.18,30,14-11-2024 22:30,20.68,monthly,19,female,west,self_employed,11139.87,1,676.6414147,0,0,,ios,app,0.188,0
LN102942,CUST202942,10498.85,30,25-12-2023 02:48,25.83,biweekly,32,female,east,self_employed,102434.96,2,,1,0,2.1,android,app,0.102,0
LN106301,CUST200301,9046.41,90,26-08-2024 13:00,14.6,monthly,27,male,west,self_employed,7974.97,3,681.6431077,3,0,6.8,android,app,1.134,0
LN100086,CUST200086,6684.68,60,17-03-2024 09:01,20.18,biweekly,18,male,central,salaried,13355.47,1,700.0708362,3,0,11.1,android,agent,0.5,0
LN102308,CUST202308,2504.49,90,07-12-2024 23:59,16.79,monthly,35,female,north,informal,54050.16,0,616.5741106,0,0,,android,app,0.046,0
LN102677,CUST202677,23595.1,90,12-06-2025 17:47,16.76,biweekly,42,male,east,informal,81592.85,2,757.9239751,1,0,8.7,web,branch,0.289,0
LN108216,CUST202216,3617.27,90,22-06-2025 20:08,15.76,biweekly,38,female,east,self_employed,8516.31,0,,3,0,16.9,ios,app,0.425,0
LN107729,CUST201729,2989.41,90,19-03-2024 21:14,16.24,monthly,40,male,north,salaried,9655.32,0,,1,1,1.9,web,app,0.31,0
LN102594,CUST202594,4424.31,90,11-03-2024 18:44,15.92,weekly,57,female,north,salaried,31689.63,2,612.6490916,0,0,,ios,app,0.14,0
LN105884,CUST205884,8645.08,60,10-03-2025 10:27,18.76,biweekly,27,male,north,self_employed,5440.77,1,546.5856949,1,0,7.6,web,app,1.589,0
LN101029,CUST201029,15932.89,60,09-02-2025 01:21,11.07,biweekly,27,male,south,salaried,193965.03,2,586.1266962,1,0,10.6,android,app,0.082,0
LN100136,CUST200136,3845.43,30,22-04-2025 02:48,14.59,monthly,40,male,south,self_employed,14203.06,0,491.9205618,1,0,28.5,android,app,0.271,0
LN106831,CUST200831,4137.28,120,17-02-2024 23:35,10.25,monthly,45,male,west,salaried,2722.27,1,641.2408287,1,0,9.9,android,app,1.519,0
LN107814,CUST201814,1055.16,90,15-03-2024 14:09,14.34,monthly,18,male,west,self_employed,169322.27,0,645.4135379,0,0,,android,app,0.006,0
LN102854,CUST202854,5017.19,180,30-10-2023 10:17,18.98,biweekly,27,female,north,self_employed,7154.56,1,770.4789883,4,0,0.5,android,app,0.701,0
LN104409,CUST204409,1155.6,90,17-02-2024 22:20,16.93,biweekly,35,male,east,salaried,9259.24,0,666.8688337,0,0,,web,agent,0.125,0
LN101200,CUST201200,7194.62,60,08-05-2025 18:31,20.49,weekly,34,female,south,salaried,25355.63,2,640.1664336,1,0,0.7,ios,app,0.284,1
LN104717,CUST204717,12575.17,60,12-07-2025 05:59,13.78,monthly,18,female,west,salaried,12452.77,1,,0,0,,web,app,1.01,0
LN109517,CUST203517,7948.49,90,20-02-2024 08:30,23.7,monthly,47,male,east,informal,4285.78,1,617.1496969,1,0,,web,app,1.854,0
LN106594,CUST200594,5888.53,90,29-02-2024 06:40,13.23,monthly,51,female,south,salaried,16638.76,1,753.4332957,5,1,12.4,web,app,0.354,0
LN100566,CUST200566,12557.91,30,11-10-2023 11:37,23.68,monthly,47,male,west,informal,35006.45,2,,1,0,20.5,ios,agent,0.359,0
